Ano,UF,ibge_7,municipio,pib_pc
2020,RN,2409803,Pedro Velho,11012.7
2020,RN,2409902,Pendências,31153.59
2020,RN,2410009,Pilões,10730.12
2020,RN,2410108,Poço Branco,8474.38
2020,RN,2410207,Portalegre,8926.24
2020,RN,2410256,Porto do Mangue,18540.3
2020,RN,2410306,Serra Caiada,9555.23
2020,RN,2410405,Pureza,14267.98
2020,RN,2410504,Rafael Fernandes,10348.29
2020,RN,2410603,Rafael Godeiro,12172.81
2020,RN,2410702,Riacho da Cruz,9907.86
2020,RN,2410801,Riacho de Santana,9792.66
2020,RN,2410900,Riachuelo,10901.78
2020,RN,2411007,Rodolfo Fernandes,11774.44
2020,RN,2411056,Tibau,26400.72
2020,RN,2411106,Ruy Barbosa,11072.45
2020,RN,2411205,Santa Cruz,14595.76
2020,RN,2411403,Santana do Matos,12174.03
2020,RN,2411429,Santana do Seridó,13002.92
2020,RN,2411502,Santo Antônio,12017.93
2020,RN,2411601,São Bento do Norte,153580.64
2020,RN,2411700,São Bento do Trairí,9902.4
2020,RN,2411809,São Fernando,15395.51
2020,RN,2411908,São Francisco do Oeste,11906.12
2020,RN,2412005,São Gonçalo do Amarante,16685.14
2020,RN,2412104,São João do Sabugi,12536.16
2020,RN,2412203,São José de Mipibu,20865.03
2020,RN,2412302,São José do Campestre,9028.14
2020,RN,2412401,São José do Seridó,16905.22
2020,RN,2412500,São Miguel,11681.66
2020,RN,2412559,São Miguel do Gostoso,38722.38
2020,RN,2412609,São Paulo do Potengi,12432.9
2020,RN,2412708,São Pedro,8876.55
2020,RN,2412807,São Rafael,10377.99
2020,RN,2412906,São Tomé,9578.53
2020,RN,2413003,São Vicente,11052.24
2020,RN,2413102,Senador Elói de Souza,8821.64
2020,RN,2413201,Senador Georgino Avelino,26059.36
2020,RN,2413300,Serra de São Bento,8901.43
2020,RN,2413359,Serra do Mel,50795.43
2020,RN,2413409,Serra Negra do Norte,12205.98
2020,RN,2413508,Serrinha,10795.57
2020,RN,2413557,Serrinha dos Pintos,9679.8
2020,RN,2413607,Severiano Melo,28288.77
2020,RN,2413706,Sítio Novo,8705.12
2020,RN,2413805,Taboleiro Grande,11619.18
2020,RN,2413904,Taipu,11078.8
2020,RN,2414001,Tangará,12235.2
2020,RN,2414100,Tenente Ananias,9889.26
2020,RN,2414159,Tenente Laurentino Cruz,17090.47
2020,RN,2414209,Tibau do Sul,27146.52
2020,RN,2414308,Timbaúba dos Batistas,14273.9
2020,RN,2414407,Touros,18206.68
2020,RN,2414456,Triunfo Potiguar,11943.65
2020,RN,2414506,Umarizal,13423.5
2020,RN,2414605,Upanema,12115.6
2020,RN,2414704,Várzea,10076.12
2020,RN,2414753,Venha-Ver,9702.99
2020,RN,2414803,Vera Cruz,9680.28
2020,RN,2414902,Viçosa,12321.17
2020,RN,2415008,Vila Flor,13893.52
2020,PB,2500106,Água Branca,8388.85
2020,PB,2500205,Aguiar,9905.83
2020,PB,2500304,Alagoa Grande,9884.1
2020,PB,2500403,Alagoa Nova,15849.5
2020,PB,2500502,Alagoinha,8427.57
2020,PB,2500536,Alcantil,8698.72
2020,PB,2500577,Algodão de Jandaíra,10116.45
2020,PB,2500601,Alhandra,111427.12
2020,PB,2500700,São João do Rio do Peixe,11664.33
2020,PB,2500734,Amparo,12316.27
2020,PB,2500775,Aparecida,10648.22
2020,PB,2500809,Araçagi,10050.25
2020,PB,2500908,Arara,7960.65
2020,PB,2501005,Araruna,9067.14
2020,PB,2501104,Areia,10754.72
2020,PB,2501153,Areia de Baraúnas,10457.7
2020,PB,2501203,Areial,8602.46
2020,PB,2501302,Aroeiras,7886.58
2020,PB,2501351,Assunção,10664.02
2020,PB,2501401,Baía da Traição,10371.91
2020,PB,2501500,Bananeiras,11727.56
2020,PB,2501534,Baraúna,9427.79
2020,PB,2501575,Barra de Santana,9713.6
2020,PB,2501609,Barra de Santa Rosa,8924.21
2020,PB,2501708,Barra de São Miguel,11900.22
2020,PB,2501807,Bayeux,13276.89
2020,PB,2501906,Belém,11535.07
2020,PB,2502003,Belém do Brejo do Cruz,9541.69
2020,PB,2502052,Bernardino Batista,10617.37
2020,PB,2502102,Boa Ventura,8579.33
2020,PB,2502151,Boa Vista,24278.46
2020,PB,2502201,Bom Jesus,11707.3
2020,PB,2502300,Bom Sucesso,9647.5
2020,PB,2502409,Bonito de Santa Fé,7885.68
2020,PB,2502508,Boqueirão,12972.41
2020,PB,2502607,Igaracy,9426.0
2020,PB,2502706,Borborema,11820.54
2020,PB,2502805,Brejo do Cruz,9395.64
2020,PB,2502904,Brejo dos Santos,8906.02
2020,PB,2503001,Caaporã,21648.78
2020,PB,2503100,Cabaceiras,12002.56
2020,PB,2503209,Cabedelo,39869.9
2020,PB,2503308,Cachoeira dos Índios,11082.3
2020,PB,2503407,Cacimba de Areia,9895.07
2020,PB,2503506,Cacimba de Dentro,8219.58
2020,PB,2503555,Cacimbas,8559.68
2020,PB,2503605,Caiçara,8871.8
2020,PB,2503704,Cajazeiras,18213.02
2020,PB,2503753,Cajazeirinhas,11616.52
2020,PB,2503803,Caldas Brandão,11434.45
2020,PB,2503902,Camalaú,10828.55
2020,PB,2504009,Campina Grande,24481.81
2020,PB,2504033,Capim,10692.32
2020,PB,2504074,Caraúbas,9650.09
2020,PB,2504108,Carrapateira,10810.44
2020,PB,2504157,Casserengue,8974.37
2020,PB,2504207,Catingueira,9832.98
2020,PB,2504306,Catolé do Rocha,14850.45
2020,PB,2504355,Caturité,11732.69
2020,PB,2504405,Conceição,10099.85
2020,PB,2504504,Condado,12350.91
2020,PB,2504603,Conde,35695.96
2020,PB,2504702,Congo,11402.11
2020,PB,2504801,Coremas,12731.03
2020,PB,2504850,Coxixola,11650.57
2020,PB,2504900,Cruz do Espírito Santo,9477.04
2020,PB,2505006,Cubati,8635.83
2020,PB,2505105,Cuité,10590.84
2020,PB,2505204,Cuitegi,9171.33
2020,PB,2505238,Cuité de Mamanguape,10647.66
2020,PB,2505279,Curral de Cima,9840.21
2020,PB,2505303,Curral Velho,9913.97
2020,PB,2505352,Damião,8610.92
2020,PB,2505402,Desterro,8094.04
2020,PB,2505501,Vista Serrana,9606.83
2020,PB,2505600,Diamante,8464.71
2020,PB,2505709,Dona Inês,8151.21
2020,PB,2505808,Duas Estradas,11731.9
2020,PB,2505907,Emas,10581.34
2020,PB,2506004,Esperança,14065.37
2020,PB,2506103,Fagundes,9077.32
2020,PB,2506202,Frei Martinho,9649.8
2020,PB,2506251,Gado Bravo,8363.88
2020,PB,2506301,Guarabira,17860.46
2020,PB,2506400,Gurinhém,9778.81
2020,PB,2506509,Gurjão,10173.51
2020,PB,2506608,Ibiara,8874.79
2020,PB,2506707,Imaculada,7662.51
2020,PB,2506806,Ingá,10832.96
2020,PB,2506905,Itabaiana,13002.99
2020,PB,2507002,Itaporanga,12425.4
2020,PB,2507101,Itapororoca,10063.87
2020,PB,2507200,Itatuba,12872.13
2020,PB,2507309,Jacaraú,10200.9
2020,PB,2507408,Jericó,9162.67
2020,PB,2507507,João Pessoa,25402.17
2020,PB,2507606,Juarez Távora,8917.46
2020,PB,2507705,Juazeirinho,10370.38
2020,PB,2507804,Junco do Seridó,11012.8
2020,PB,2507903,Juripiranga,10298.26
2020,PB,2508000,Juru,8176.22
2020,PB,2508109,Lagoa,10199.3
2020,PB,2508208,Lagoa de Dentro,10179.92
2020,PB,2508307,Lagoa Seca,10568.54
2020,PB,2508406,Lastro,10183.72
2020,PB,2508505,Livramento,8538.6
2020,PB,2508554,Logradouro,10050.53
2020,PB,2508604,Lucena,15197.92
2020,PB,2508703,Mãe d'Água,9127.5
2020,PB,2508802,Malta,12683.28
2020,PB,2508901,Mamanguape,15320.26
2020,PB,2509008,Manaíra,7905.3
2020,PB,2509057,Marcação,10121.85
2020,PB,2509107,Mari,10091.56
2020,PB,2509156,Marizópolis,10918.26
2020,PB,2509206,Massaranduba,8796.45
2020,PB,2509305,Mataraca,26426.36
2020,PB,2509339,Matinhas,11361.08
2020,PB,2509370,Mato Grosso,9825.55
2020,PB,2509396,Maturéia,8369.31
2020,PB,2509404,Mogeiro,12382.68
2020,PB,2509503,Montadas,9133.38
2020,PB,2509602,Monte Horebe,8950.69
2020,PB,2509701,Monteiro,17272.04
2020,PB,2509800,Mulungu,8922.39
2020,PB,2509909,Natuba,8811.84
2020,PB,2510006,Nazarezinho,8305.1
2020,PB,2510105,Nova Floresta,8541.0
2020,PB,2510204,Nova Olinda,8866.17
2020,PB,2510303,Nova Palmeira,8544.05
2020,PB,2510402,Olho d'Água,9029.02
2020,PB,2510501,Olivedos,10065.92
2020,PB,2510600,Ouro Velho,11353.24
2020,PB,2510659,Parari,11853.92
2020,PB,2510709,Passagem,10940.92
2020,PB,2510808,Patos,17737.68
2020,PB,2510907,Paulista,11591.68
2020,PB,2511004,Pedra Branca,9305.67
2020,PB,2511103,Pedra Lavrada,9360.6
2020,PB,2511202,Pedras de Fogo,18838.47
2020,PB,2511301,Piancó,11810.68
2020,PB,2511400,Picuí,10919.1
2020,PB,2511509,Pilar,9413.17
2020,PB,2511608,Pilões,12818.87
2020,PB,2511707,Pilõezinhos,10800.85
2020,PB,2511806,Pirpirituba,8557.5
2020,PB,2511905,Pitimbu,19484.92
2020,PB,2512002,Pocinhos,14509.96
2020,PB,2512036,Poço Dantas,9340.55
2020,PB,2512077,Poço de José de Moura,10202.67
2020,PB,2512101,Pombal,12998.29
2020,PB,2512200,Prata,13834.21
2020,PB,2512309,Princesa Isabel,10842.03
2020,PB,2512408,Puxinanã,8844.64
2020,PB,2512507,Queimadas,11976.17
2020,PB,2512606,Quixaba,11839.89
2020,PB,2512705,Remígio,8819.37
2020,PB,2512721,Pedro Régis,8569.8
2020,PB,2512747,Riachão,9317.27
2020,PB,2512754,Riachão do Bacamarte,10365.43
2020,PB,2512762,Riachão do Poço,11482.51
2020,PB,2512788,Riacho de Santo Antônio,13586.49
2020,PB,2512804,Riacho dos Cavalos,9948.53
2020,PB,2512903,Rio Tinto,11883.2
2020,PB,2513000,Salgadinho,7842.46
2020,PB,2513109,Salgado de São Félix,10639.36
2020,PB,2513158,Santa Cecília,8966.86
2020,PB,2513208,Santa Cruz,8866.13
2020,PB,2513307,Santa Helena,10018.92
2020,PB,2513356,Santa Inês,9447.83
2020,PB,2513406,Santa Luzia,19092.03
2020,PB,2513505,Santana de Mangueira,8898.71
2020,PB,2513604,Santana dos Garrotes,8905.32
2020,PB,2513653,Joca Claudino,11373.98
2020,PB,2513703,Santa Rita,18672.87
2020,PB,2513802,Santa Teresinha,10522.78
2020,PB,2513851,Santo André,11579.32
2020,PB,2513901,São Bento,14242.72
2020,PB,2513927,São Bentinho,10807.5
2020,PB,2513943,São Domingos do Cariri,10114.44
2020,PB,2513968,São Domingos,10386.38
2020,PB,2513984,São Francisco,10811.37
2020,PB,2514008,São João do Cariri,11780.38
2020,PB,2514107,São João do Tigre,8554.13
2020,PB,2514206,São José da Lagoa Tapada,8299.13
2020,PB,2514305,São José de Caiana,7992.42
2020,PB,2514404,São José de Espinharas,11059.92
2020,PB,2514453,São José dos Ramos,8997.07
2020,PB,2514503,São José de Piranhas,10825.58
2020,PB,2514552,São José de Princesa,8537.89
2020,PB,2514602,São José do Bonfim,8354.16
2020,PB,2514651,São José do Brejo do Cruz,14548.41
2020,PB,2514701,São José do Sabugi,23216.69
2020,PB,2514800,São José dos Cordeiros,9501.99
2020,PB,2514909,São Mamede,9835.01
2020,PB,2515005,São Miguel de Taipu,10583.15
2020,PB,2515104,São Sebastião de Lagoa de Roça,8511.34
2020,PB,2515203,São Sebastião do Umbuzeiro,10004.0
2020,PB,2515302,Sapé,11966.82
2020,PB,2515401,São Vicente do Seridó,7340.87
2020,PB,2515500,Serra Branca,9835.21
2020,PB,2515609,Serra da Raiz,11029.84
2020,PB,2515708,Serra Grande,10124.87
2020,PB,2515807,Serra Redonda,10214.95
2020,PB,2515906,Serraria,10219.43
2020,PB,2515930,Sertãozinho,10331.16
2020,PB,2515971,Sobrado,12380.66
2020,PB,2516003,Solânea,12376.78
2020,PB,2516102,Soledade,12348.94
2020,PB,2516151,Sossêgo,9946.75
2020,PB,2516201,Sousa,17982.13
2020,PB,2516300,Sumé,11468.83
2020,PB,2516409,Tacima,7617.48
2020,PB,2516508,Taperoá,8592.13
2020,PB,2516607,Tavares,8851.6
2020,PB,2516706,Teixeira,10044.86
2020,PB,2516755,Tenório,9933.93
2020,PB,2516805,Triunfo,8548.06
2020,PB,2516904,Uiraúna,11625.63
2020,PB,2517001,Umbuzeiro,8431.22
2020,PB,2517100,Várzea,11981.74
2020,PB,2517209,Vieirópolis,8425.73
2020,PB,2517407,Zabelê,11123.51
2020,PE,2600054,Abreu e Lima,18189.98
2020,PE,2600104,Afogados da Ingazeira,12528.31
2020,PE,2600203,Afrânio,13778.98
2020,PE,2600302,Agrestina,12502.56
2020,PE,2600401,Água Preta,6728.89
2020,PE,2600500,Águas Belas,8701.77
2020,PE,2600609,Alagoinha,9904.28
2020,PE,2600708,Aliança,8569.62
2020,PE,2600807,Altinho,8037.01
2020,PE,2600906,Amaraji,13007.53
2020,PE,2601003,Angelim,11741.91
2020,PE,2601052,Araçoiaba,8086.51
2020,PE,2601102,Araripina,12408.05
2020,PE,2601201,Arcoverde,16957.19
2020,PE,2601300,Barra de Guabiraba,10591.57
2020,PE,2601409,Barreiros,10675.18
2020,PE,2601508,Belém de Maria,7419.92
2020,PE,2601607,Belém do São Francisco,17463.18
2020,PE,2601706,Belo Jardim,25588.73
2020,PE,2601805,Betânia,7714.18
2020,PE,2601904,Bezerros,12291.54
2020,PE,2602001,Bodocó,7642.58
2020,PE,2602100,Bom Conselho,12413.59
2020,PE,2602209,Bom Jardim,8851.9
2020,PE,2602308,Bonito,11894.03
2020,PE,2602407,Brejão,22800.04
2020,PE,2602506,Brejinho,9243.93
2020,PE,2602605,Brejo da Madre de Deus,8268.79
2020,PE,2602704,Buenos Aires,9065.28
2020,PE,2602803,Buíque,7978.88
2020,PE,2602902,Cabo de Santo Agostinho,48296.36
2020,PE,2603009,Cabrobó,11773.06
2020,PE,2603108,Cachoeirinha,11119.01
2020,PE,2603207,Caetés,12409.27
2020,PE,2603306,Calçado,11099.88
2020,PE,2603405,Calumbi,9125.74
2020,PE,2603454,Camaragibe,13577.05
2020,PE,2603504,Camocim de São Félix,8415.49
2020,PE,2603603,Camutanga,16677.6
2020,PE,2603702,Canhotinho,9203.92
2020,PE,2603801,Capoeiras,11145.39
2020,PE,2603900,Carnaíba,8900.39
2020,PE,2603926,Carnaubeira da Penha,6517.19
2020,PE,2604007,Carpina,20119.07
2020,PE,2604106,Caruaru,20582.25
2020,PE,2604155,Casinhas,7096.62
2020,PE,2604205,Catende,7479.17
2020,PE,2604304,Cedro,8537.46
2020,PE,2604403,Chã de Alegria,12436.16
2020,PE,2604502,Chã Grande,11017.98
2020,PE,2604601,Condado,9146.9
2020,PE,2604700,Correntes,10083.07
2020,PE,2604809,Cortês,9085.66
2020,PE,2604908,Cumaru,10777.65
2020,PE,2605004,Cupira,12081.22
2020,PE,2605103,Custódia,13874.4
2020,PE,2605152,Dormentes,11663.64
2020,PE,2605202,Escada,16384.87
2020,PE,2605301,Exu,9902.41
2020,PE,2605400,Feira Nova,9528.03
2020,PE,2605459,Fernando de Noronha,44086.4
2020,PE,2605509,Ferreiros,9037.44
2020,PE,2605608,Flores,8125.68
2020,PE,2605707,Floresta,12362.54
2020,PE,2605806,Frei Miguelinho,8559.96
2020,PE,2605905,Gameleira,7737.78
2020,PE,2606002,Garanhuns,21310.57
2020,PE,2606101,Glória do Goitá,15391.47
2020,PE,2606200,Goiana,93304.73
2020,PE,2606309,Granito,9788.37
2020,PE,2606408,Gravatá,14701.32
2020,PE,2606507,Iati,10259.61
2020,PE,2606606,Ibimirim,10605.89
2020,PE,2606705,Ibirajuba,9031.21
2020,PE,2606804,Igarassu,22371.51
2020,PE,2606903,Iguaracy,8133.91
2020,PE,2607000,Inajá,8010.55
2020,PE,2607109,Ingazeira,8914.87
2020,PE,2607208,Ipojuca,139391.96
2020,PE,2607307,Ipubi,11532.58
2020,PE,2607406,Itacuruba,13284.79
2020,PE,2607505,Itaíba,10144.74
2020,PE,2607604,Ilha de Itamaracá,9751.91
2020,PE,2607653,Itambé,13649.54
2020,PE,2607703,Itapetim,8732.97
2020,PE,2607752,Itapissuma,74728.89
2020,PE,2607802,Itaquitinga,8133.84
2020,PE,2607901,Jaboatão dos Guararapes,18809.45
2020,PE,2607950,Jaqueira,8650.35
2020,PE,2608008,Jataúba,8418.25
2020,PE,2608057,Jatobá,8983.19
2020,PE,2608107,João Alfredo,9517.98
2020,PE,2608206,Joaquim Nabuco,8787.54
2020,PE,2608255,Jucati,10778.49
2020,PE,2608305,Jupi,12459.31
2020,PE,2608404,Jurema,7392.51
2020,PE,2608453,Lagoa do Carro,14960.16
2020,PE,2608503,Lagoa de Itaenga,14845.34
2020,PE,2608602,Lagoa do Ouro,9870.12
2020,PE,2608701,Lagoa dos Gatos,7083.32
2020,PE,2608750,Lagoa Grande,14731.04
2020,PE,2608800,Lajedo,12172.78
2020,PE,2608909,Limoeiro,13397.11
2020,PE,2609006,Macaparana,12723.45
2020,PE,2609105,Machados,11282.69
2020,PE,2609154,Manari,6678.9
2020,PE,2609204,Maraial,8256.92
2020,PE,2609303,Mirandiba,10361.34
2020,PE,2609402,Moreno,11992.97
2020,PE,2609501,Nazaré da Mata,18138.3
2020,PE,2609600,Olinda,14314.03
2020,PE,2609709,Orobó,15592.3
2020,PE,2609808,Orocó,11573.08
2020,PE,2609907,Ouricuri,10167.23
2020,PE,2610004,Palmares,13105.26
2020,PE,2610103,Palmeirina,9851.49
2020,PE,2610202,Panelas,7863.7
2020,PE,2610301,Paranatama,18513.57
2020,PE,2610400,Parnamirim,8399.56
2020,PE,2610509,Passira,7987.84
2020,PE,2610608,Paudalho,14617.98
2020,PE,2610707,Paulista,13537.37
2020,PE,2610806,Pedra,9394.07
2020,PE,2610905,Pesqueira,11238.93
2020,PE,2611002,Petrolândia,48089.8
2020,PE,2611101,Petrolina,19416.68
2020,PE,2611200,Poção,7875.42
2020,PE,2611309,Pombos,17672.47
2020,PE,2611408,Primavera,17454.35
2020,PE,2611507,Quipapá,7106.21
2020,PE,2611533,Quixaba,8485.99
2020,PE,2611606,Recife,30427.69
2020,PE,2611705,Riacho das Almas,10529.45
2020,PE,2611804,Ribeirão,10369.17
2020,PE,2611903,Rio Formoso,13084.59
2020,PE,2612000,Sairé,17245.88
2020,PE,2612109,Salgadinho,7022.69
2020,PE,2612208,Salgueiro,15834.98
2020,PE,2612307,Saloá,9469.05
2020,PE,2612406,Sanharó,8097.4
2020,PE,2612455,Santa Cruz,8418.03
2020,PE,2612471,Santa Cruz da Baixa Verde,9977.25
2020,PE,2612505,Santa Cruz do Capibaribe,14102.77
2020,PE,2612554,Santa Filomena,7514.7
2020,PE,2612604,Santa Maria da Boa Vista,14056.36
2020,PE,2612703,Santa Maria do Cambucá,8289.81
2020,PE,2612802,Santa Terezinha,7802.12
2020,PE,2612901,São Benedito do Sul,6601.36
2020,PE,2613008,São Bento do Una,22249.15
2020,PE,2613107,São Caitano,10876.52
2020,PE,2613206,São João,11533.52
2020,PE,2613305,São Joaquim do Monte,8214.89
2020,PE,2613404,São José da Coroa Grande,11650.28
2020,PE,2613503,São José do Belmonte,8927.88
2020,PE,2613602,São José do Egito,11549.47
2020,PE,2613701,São Lourenço da Mata,11520.84
2020,PE,2613800,São Vicente Férrer,11826.36
2020,PE,2613909,Serra Talhada,18214.14
2020,PE,2614006,Serrita,7741.24
2020,PE,2614105,Sertânia,10013.52
2020,PE,2614204,Sirinhaém,12661.34
2020,PE,2614303,Moreilândia,7938.14
2020,PE,2614402,Solidão,8114.67
2020,PE,2614501,Surubim,12521.0
2020,PE,2614600,Tabira,9900.06
2020,PE,2614709,Tacaimbó,12175.64
2020,PE,2614808,Tacaratu,7816.53
2020,PE,2614857,Tamandaré,14220.5
2020,PE,2615003,Taquaritinga do Norte,9998.56
2020,PE,2615102,Terezinha,9732.99
2020,PE,2615201,Terra Nova,7826.42
2020,PE,2615300,Timbaúba,12752.57
2020,PE,2615409,Toritama,15323.72
2020,PE,2615508,Tracunhaém,9962.65
2020,PE,2615607,Trindade,11191.1
2020,PE,2615706,Triunfo,9639.82
2020,PE,2615805,Tupanatinga,7276.42
2020,PE,2615904,Tuparetama,9582.62
2020,PE,2616001,Venturosa,11860.98
2020,PE,2616100,Verdejante,7564.01
2020,PE,2616183,Vertente do Lério,9892.69
2020,PE,2616209,Vertentes,8533.6
2020,PE,2616308,Vicência,13700.1
2020,PE,2616407,Vitória de Santo Antão,30132.25
2020,PE,2616506,Xexéu,9243.47
2020,AL,2700102,Água Branca,8238.26
2020,AL,2700201,Anadia,13262.36
2020,AL,2700300,Arapiraca,22457.59
2020,AL,2700409,Atalaia,22740.67
2020,AL,2700508,Barra de Santo Antônio,12730.82
2020,AL,2700607,Barra de São Miguel,27139.88
2020,AL,2700706,Batalha,10398.74
2020,AL,2700805,Belém,41829.47
2020,AL,2700904,Belo Monte,17345.78
2020,AL,2701001,Boca da Mata,16468.48
2020,AL,2701100,Branquinha,66043.78
2020,AL,2701209,Cacimbinhas,10641.61
2020,AL,2701308,Cajueiro,9090.52
2020,AL,2701357,Campestre,8883.63
2020,AL,2701407,Campo Alegre,10536.12
2020,AL,2701506,Campo Grande,9518.34
2020,AL,2701605,Canapi,7612.16
2020,AL,2701704,Capela,12590.31
2020,AL,2701803,Carneiros,7729.22
2020,AL,2701902,Chã Preta,18480.68
2020,AL,2702009,Coité do Nóia,13856.04
2020,AL,2702108,Colônia Leopoldina,16893.01
2020,AL,2702207,Coqueiro Seco,13270.19
2020,AL,2702306,Coruripe,30292.95
2020,AL,2702355,Craíbas,13028.75
2020,AL,2702405,Delmiro Gouveia,11926.88
2020,AL,2702504,Dois Riachos,7782.05
2020,AL,2702553,Estrela de Alagoas,6958.08
2020,AL,2702603,Feira Grande,15792.72
2020,AL,2702702,Feliz Deserto,26532.93
2020,AL,2702801,Flexeiras,21077.6
2020,AL,2702900,Girau do Ponciano,11691.21
2020,AL,2703007,Ibateguara,9370.86
2020,AL,2703106,Igaci,10265.92
2020,AL,2703205,Igreja Nova,17825.92
2020,AL,2703304,Inhapi,7697.46
2020,AL,2703403,Jacaré dos Homens,12178.27
2020,AL,2703502,Jacuípe,21913.34
2020,AL,2703601,Japaratinga,22625.64
2020,AL,2703700,Jaramataia,10754.61
2020,AL,2703759,Jequiá da Praia,24556.9
2020,AL,2703809,Joaquim Gomes,14055.74
2020,AL,2703908,Jundiá,10695.01
2020,AL,2704005,Junqueiro,17216.23
2020,AL,2704104,Lagoa da Canoa,13499.95
2020,AL,2704203,Limoeiro de Anadia,18824.8
2020,AL,2704302,Maceió,22307.05
2020,AL,2704401,Major Isidoro,10514.02
2020,AL,2704500,Maragogi,21875.76
2020,AL,2704609,Maravilha,8866.46
2020,AL,2704708,Marechal Deodoro,54137.07
2020,AL,2704807,Maribondo,12365.36
2020,AL,2704906,Mar Vermelho,15693.01
2020,AL,2705002,Mata Grande,12218.68
2020,AL,2705101,Matriz de Camaragibe,12701.18
2020,AL,2705200,Messias,9737.74
2020,AL,2705309,Minador do Negrão,11376.78
2020,AL,2705408,Monteirópolis,9979.79
2020,AL,2705507,Murici,14943.25
2020,AL,2705606,Novo Lino,14313.81
2020,AL,2705705,Olho d'Água das Flores,10553.55
2020,AL,2705804,Olho d'Água do Casado,8623.53
2020,AL,2705903,Olho d'Água Grande,11675.73
2020,AL,2706000,Olivença,7900.32
2020,AL,2706109,Ouro Branco,8179.3
2020,AL,2706208,Palestina,7689.13
2020,AL,2706307,Palmeira dos Índios,13595.71
2020,AL,2706406,Pão de Açúcar,9500.2
2020,AL,2706422,Pariconha,11342.41
2020,AL,2706448,Paripueira,13542.43
2020,AL,2706505,Passo de Camaragibe,17923.83
2020,AL,2706604,Paulo Jacinto,11382.26
2020,AL,2706703,Penedo,12946.36
2020,AL,2706802,Piaçabuçu,22625.85
2020,AL,2706901,Pilar,15823.47
2020,AL,2707008,Pindoba,15195.96
2020,AL,2707107,Piranhas,11785.41
2020,AL,2707206,Poço das Trincheiras,7445.85
2020,AL,2707305,Porto Calvo,12528.51
2020,AL,2707404,Porto de Pedras,30041.65
2020,AL,2707503,Porto Real do Colégio,11000.28
2020,AL,2707602,Quebrangulo,15460.52
2020,AL,2707701,Rio Largo,17389.26
2020,AL,2707800,Roteiro,23721.97
2020,AL,2707909,Santa Luzia do Norte,26508.02
2020,AL,2708006,Santana do Ipanema,12038.83
2020,AL,2708105,Santana do Mundaú,129102.68
2020,AL,2708204,São Brás,15560.2
2020,AL,2708303,São José da Laje,17241.47
2020,AL,2708402,São José da Tapera,8761.67
2020,AL,2708501,São Luís do Quitunde,22083.45
2020,AL,2708600,São Miguel dos Campos,16062.6
2020,AL,2708709,São Miguel dos Milagres,21970.05
2020,AL,2708808,São Sebastião,19556.62
2020,AL,2708907,Satuba,14610.53
2020,AL,2708956,Senador Rui Palmeira,7313.98
2020,AL,2709004,Tanque d'Arca,12897.84
2020,AL,2709103,Taquarana,18938.22
2020,AL,2709152,Teotônio Vilela,17681.97
2020,AL,2709202,Traipu,9429.08
2020,AL,2709301,União dos Palmares,19509.04
2020,AL,2709400,Viçosa,18737.76
2020,SE,2800100,Amparo do São Francisco,14175.42
2020,SE,2800209,Aquidabã,12075.5
2020,SE,2800308,Aracaju,24735.91
2020,SE,2800407,Arauá,12343.28
2020,SE,2800506,Areia Branca,12373.5
2020,SE,2800605,Barra dos Coqueiros,36009.64
2020,SE,2800670,Boquim,11285.12
2020,SE,2800704,Brejo Grande,11041.77
2020,SE,2801009,Campo do Brito,12593.25
2020,SE,2801108,Canhoba,16226.3
2020,SE,2801207,Canindé de São Francisco,103993.3
2020,SE,2801306,Capela,10303.66
2020,SE,2801405,Carira,19033.16
2020,SE,2801504,Carmópolis,22258.59
2020,SE,2801603,Cedro de São João,9735.93
2020,SE,2801702,Cristinápolis,12481.06
2020,SE,2801900,Cumbe,14693.15
2020,SE,2802007,Divina Pastora,23043.25
2020,SE,2802106,Estância,29708.5
2020,SE,2802205,Feira Nova,16749.44
2020,SE,2802304,Frei Paulo,20610.43
2020,SE,2802403,Gararu,11788.52
2020,SE,2802502,General Maynard,10787.28
2020,SE,2802601,Gracho Cardoso,14550.44
2020,SE,2802700,Ilha das Flores,10088.55
2020,SE,2802809,Indiaroba,11226.17
2020,SE,2802908,Itabaiana,19906.73
2020,SE,2803005,Itabaianinha,11173.8
2020,SE,2803104,Itabi,13508.76
2020,SE,2803203,Itaporanga d'Ajuda,24900.83
2020,SE,2803302,Japaratuba,20113.8
2020,SE,2803401,Japoatã,14294.42
2020,SE,2803500,Lagarto,15531.73
2020,SE,2803609,Laranjeiras,22158.59
2020,SE,2803708,Macambira,12476.46
2020,SE,2803807,Malhada dos Bois,12686.66
2020,SE,2803906,Malhador,13598.47
2020,SE,2804003,Maruim,20115.83
2020,SE,2804102,Moita Bonita,19567.68
2020,SE,2804201,Monte Alegre de Sergipe,12568.02
2020,SE,2804300,Muribeca,11925.26
2020,SE,2804409,Neópolis,14887.09
2020,SE,2804458,Nossa Senhora Aparecida,12226.17
2020,SE,2804508,Nossa Senhora da Glória,18738.23
2020,SE,2804607,Nossa Senhora das Dores,14562.21
2020,SE,2804706,Nossa Senhora de Lourdes,11765.92
2020,SE,2804805,Nossa Senhora do Socorro,14937.02
2020,SE,2804904,Pacatuba,14135.66
2020,SE,2805000,Pedra Mole,15801.22
2020,SE,2805109,Pedrinhas,9318.46
2020,SE,2805208,Pinhão,13990.06
